2022/10/25 00:00;0,98842;0,98970;0,98787;0,98941
2022/10/25 01:00;0,98940;0,98984;0,98773;0,98876
2022/10/25 02:00;0,98878;0,98896;0,98779;0,98845
2022/10/25 03:00;0,98845;0,98888;0,98815;0,98846
2022/10/25 04:00;0,98845;0,98862;0,98773;0,98786
2022/10/25 05:00;0,98785;0,98801;0,98665;0,98706
2022/10/25 06:00;0,98706;0,98786;0,98551;0,98611
2022/10/25 07:00;0,98610;0,98668;0,98524;0,98564
2022/10/25 08:00;0,98561;0,98760;0,98533;0,98571
2022/10/25 09:00;0,98573;0,98753;0,98552;0,98638
2022/10/25 10:00;0,98640;0,98722;0,98539;0,98582
2022/10/25 11:00;0,98584;0,98669;0,98484;0,98666
2022/10/25 12:00;0,98666;0,98754;0,98562;0,98743
2022/10/25 13:00;0,98743;0,99695;0,98730;0,99677
2022/10/25 14:00;0,99677;0,99766;0,99351;0,99570
2022/10/25 15:00;0,99569;0,99768;0,99524;0,99577
2022/10/25 16:00;0,99577;0,99652;0,99464;0,99534
2022/10/25 17:00;0,99534;0,99646;0,99507;0,99643
2022/10/25 18:00;0,99642;0,99696;0,99556;0,99590
2022/10/25 19:00;0,99589;0,99679;0,99582;0,99666
2022/10/25 20:00;0,99665;0,99695;0,99625;0,99646
2022/10/25 21:00;0,99646;0,99667;0,99641;0,99661
2022/10/25 22:00;0,99659;0,99660;0,99552;0,99600
2022/10/25 23:00;0,99599;0,99649;0,99572;0,99616
2022/10/26 00:00;0,99617;0,99673;0,99434;0,99471
2022/10/26 01:00;0,99470;0,99577;0,99449;0,99473
2022/10/26 02:00;0,99474;0,99541;0,99465;0,99521
2022/10/26 03:00;0,99520;0,99608;0,99515;0,99571
2022/10/26 04:00;0,99570;0,99597;0,99508;0,99545
2022/10/26 05:00;0,99545;0,99708;0,99515;0,99621
2022/10/26 06:00;0,99619;0,99849;0,99605;0,99825
2022/10/26 07:00;0,99829;1,00345;0,99735;1,00329
2022/10/26 08:00;1,00330;1,00453;1,00154;1,00380
2022/10/26 09:00;1,00379;1,00476;1,00187;1,00258
2022/10/26 10:00;1,00259;1,00313;1,00087;1,00229
2022/10/26 11:00;1,00228;1,00325;1,00131;1,00213
2022/10/26 12:00;1,00211;1,00285;0,99955;1,00043
2022/10/26 13:00;1,00041;1,00315;1,00016;1,00133
2022/10/26 14:00;1,00133;1,00499;1,00131;1,00478
2022/10/26 15:00;1,00478;1,00810;1,00429;1,00677
2022/10/26 16:00;1,00677;1,00836;1,00609;1,00763
2022/10/26 17:00;1,00762;1,00830;1,00669;1,00797
2022/10/26 18:00;1,00797;1,00885;1,00744;1,00813
2022/10/26 19:00;1,00812;1,00819;1,00755;1,00814
2022/10/26 20:00;1,00814;1,00850;1,00783;1,00785
2022/10/26 21:00;1,00771;1,00877;1,00720;1,00809
2022/10/26 22:00;1,00808;1,00834;1,00746;1,00798
2022/10/26 23:00;1,00799;1,00934;1,00790;1,00932
2022/10/27 00:00;1,00932;1,00934;1,00744;1,00783
2022/10/27 01:00;1,00783;1,00842;1,00741;1,00756
2022/10/27 02:00;1,00755;1,00755;1,00617;1,00666
2022/10/27 03:00;1,00667;1,00732;1,00661;1,00694
2022/10/27 04:00;1,00692;1,00742;1,00636;1,00705
2022/10/27 05:00;1,00707;1,00836;1,00700;1,00765
2022/10/27 06:00;1,00766;1,00805;1,00543;1,00568
2022/10/27 07:00;1,00567;1,00700;1,00545;1,00663
2022/10/27 08:00;1,00663;1,00777;1,00575;1,00600
2022/10/27 09:00;1,00601;1,00626;1,00304;1,00380
2022/10/27 10:00;1,00383;1,00461;1,00293;1,00358
2022/10/27 11:00;1,00357;1,00502;1,00281;1,00497
2022/10/27 12:00;1,00496;1,00512;0,99853;1,00060
2022/10/27 13:00;1,00063;1,00299;0,99723;1,00055
2022/10/27 14:00;1,00056;1,00436;0,99885;0,99980
2022/10/27 15:00;0,99979;1,00114;0,99775;0,99838
2022/10/27 16:00;0,99838;0,99900;0,99702;0,99776
2022/10/27 17:00;0,99778;0,99956;0,99710;0,99715
2022/10/27 18:00;0,99715;0,99737;0,99575;0,99627
2022/10/27 19:00;0,99626;0,99725;0,99590;0,99708
2022/10/27 20:00;0,99708;0,99722;0,99600;0,99635
2022/10/27 21:00;0,99635;0,99657;0,99610;0,99651
2022/10/27 22:00;0,99651;0,99720;0,99634;0,99710
2022/10/27 23:00;0,99710;0,99719;0,99663;0,99668
2022/10/28 00:00;0,99668;0,99690;0,99578;0,99664
2022/10/28 01:00;0,99667;0,99960;0,99641;0,99952
2022/10/28 02:00;0,99952;0,99980;0,99813;0,99883
2022/10/28 03:00;0,99884;0,99925;0,99798;0,99922
2022/10/28 04:00;0,99921;0,99925;0,99815;0,99849
2022/10/28 05:00;0,99849;0,99909;0,99731;0,99737
2022/10/28 06:00;0,99734;0,99808;0,99631;0,99677
2022/10/28 07:00;0,99677;0,99767;0,99377;0,99451
2022/10/28 08:00;0,99457;0,99530;0,99265;0,99409
2022/10/28 09:00;0,99412;0,99646;0,99412;0,99534
2022/10/28 10:00;0,99534;0,99566;0,99352;0,99474
2022/10/28 11:00;0,99472;0,99755;0,99388;0,99539
2022/10/28 12:00;0,99537;0,99730;0,99359;0,99691
2022/10/28 13:00;0,99691;0,99898;0,99655;0,99690
2022/10/28 14:00;0,99691;0,99823;0,99388;0,99505
2022/10/28 15:00;0,99506;0,99529;0,99303;0,99335
2022/10/28 16:00;0,99335;0,99390;0,99286;0,99382
2022/10/28 17:00;0,99384;0,99492;0,99340;0,99381
2022/10/28 18:00;0,99381;0,99571;0,99375;0,99556
2022/10/28 19:00;0,99556;0,99661;0,99523;0,99660
2022/10/28 20:00;0,99659;0,99675;0,99595;0,99631
2022/10/31 00:00;0,99543;0,99647;0,99530;0,99590
2022/10/31 01:00;0,99590;0,99635;0,99431;0,99482
2022/10/31 02:00;0,99479;0,99563;0,99456;0,99553
2022/10/31 03:00;0,99554;0,99656;0,99524;0,99647
2022/10/31 04:00;0,99646;0,99655;0,99586;0,99605
2022/10/31 05:00;0,99605;0,99616;0,99441;0,99479
2022/10/31 06:00;0,99477;0,99531;0,99380;0,99520
