Time Open,Open Price,Time Close,Close Price,Take Profit Price,Stop Loss Price,Profit
2020-01-02 00:30:00,1.0999293653747353,2020-01-02 05:30:00,1.1000631943248644,1.1009293653747352,1.0994293653747353,-13.234209974171094
2020-01-04 06:30:00,1.1022964369802113,2020-01-04 11:30:00,1.1020799328139437,1.1032964369802112,1.1017964369802113,-83.30083325352341
2020-01-04 11:30:00,1.1020799328139437,2020-01-04 16:30:00,1.1017143756945844,1.1010799328139438,1.1025799328139436,33.11142387185221
2020-01-05 10:30:00,1.1011201193036269,2020-01-05 15:30:00,1.1016201193036268,1.100120119303627,1.1016201193036268,-139.99999999998897
2020-01-06 07:00:00,1.1007777190228076,2020-01-06 12:00:00,1.1004561500135053,1.0997777190228077,1.1012777190228076,24.313801860471642
2020-01-06 18:30:00,1.100423232779519,2020-01-06 23:30:00,1.1009773487606689,1.1014232327795188,1.099923232779519,70.82319622999215
2020-01-07 11:00:00,1.1005236551896425,2020-01-07 12:30:00,1.1010236551896424,1.0995236551896426,1.1010236551896424,-139.99999999998897
2020-01-10 15:00:00,1.1026548111157972,2020-01-10 18:00:00,1.1021548111157973,1.103654811115797,1.1021548111157973,-139.99999999998897
2020-01-12 02:30:00,1.1033024339469566,2020-01-12 07:30:00,1.1034576648055103,1.1023024339469567,1.1038024339469565,-71.04617171074686
2020-01-13 02:00:00,1.1032174827083376,2020-01-13 07:00:00,1.1035558542587591,1.1022174827083377,1.1037174827083376,-107.67431008429801
2020-01-13 03:00:00,1.1031254581163128,2020-01-13 07:00:00,1.1036254581163127,1.102125458116313,1.1036254581163127,-139.99999999998897
2020-01-13 15:00:00,1.1033206045633788,2020-01-13 20:00:00,1.1036620780616022,1.1023206045633789,1.1038206045633787,-108.29469964468869
2020-01-14 06:30:00,1.1039129285459788,2020-01-14 11:30:00,1.1040430820101288,1.1049129285459787,1.1034129285459788,-13.969307169996412
2020-01-16 01:00:00,1.1041347126820438,2020-01-16 04:00:00,1.1046347126820437,1.1031347126820439,1.1046347126820437,-139.99999999998897
2020-01-17 01:30:00,1.104690475519101,2020-01-17 06:30:00,1.1046698168040503,1.103690475519101,1.1051904755191009,-35.86825698987269
2020-01-18 00:30:00,1.1055952432520118,2020-01-18 05:30:00,1.1057367235536872,1.1045952432520119,1.1060952432520117,-68.2960603350979
2020-01-18 06:00:00,1.10538945224088,2020-01-18 11:00:00,1.1052232407094094,1.1043894522408801,1.10588945224088,-6.757693705865505
2020-01-18 23:00:00,1.1049910009352284,2020-01-19 04:00:00,1.104913372126194,1.1039910009352285,1.1054910009352283,-24.474238193099538
2020-01-18 23:30:00,1.1049624734171661,2020-01-19 04:30:00,1.104683849113696,1.1039624734171662,1.105462473417166,15.724860694006395
2020-01-19 15:30:00,1.10327670761477,2020-01-19 20:30:00,1.102993561506812,1.1022767076147701,1.10377670761477,16.629221591597556
2020-01-20 05:30:00,1.1022542198675194,2020-01-20 10:30:00,1.1023557298136624,1.1012542198675195,1.1027542198675193,-60.30198922859938
2020-01-20 11:30:00,1.1020843557720625,2020-01-20 16:30:00,1.1019694709823085,1.1010843557720627,1.1025843557720625,-17.023042049184554
