Time Open,Open Price,Time Close,Close Price,Take Profit Price,Stop Loss Price,Profit/Loss
2024-09-16 03:30:00,1.1105,2024-09-16 04:30:00,1.1097000000000001,1.1155,1.1097000000000001,-299.999999999967
2024-09-16 06:30:00,1.11155,2024-09-16 12:30:00,1.11239,1.11655,1.1107500000000001,314.999999999982
2024-09-16 08:00:00,1.11236,2024-09-16 14:00:00,1.11267,1.11736,1.11156,116.25000000001218
2024-09-16 09:00:00,1.11289,2024-09-16 09:30:00,1.11209,1.1178899999999998,1.11209,-299.999999999967
2024-09-16 12:00:00,1.11304,2024-09-16 12:30:00,1.1122400000000001,1.11804,1.1122400000000001,-299.999999999967
2024-09-16 20:30:00,1.11335,2024-09-16 23:00:00,1.1125500000000001,1.11835,1.1125500000000001,-299.999999999967
2024-09-17 06:00:00,1.11309,2024-09-17 06:30:00,1.11229,1.1180899999999998,1.11229,-299.999999999967
2024-09-17 06:30:00,1.11198,2024-09-17 07:30:00,1.1127799999999999,1.10698,1.1127799999999999,-299.999999999967
2024-09-17 07:30:00,1.11371,2024-09-17 12:30:00,1.11291,1.1187099999999999,1.11291,-299.999999999967
2024-09-17 08:30:00,1.11455,2024-09-17 09:00:00,1.11375,1.1195499999999998,1.11375,-299.999999999967
2024-09-17 13:30:00,1.11119,2024-09-17 14:00:00,1.1119899999999998,1.10619,1.1119899999999998,-299.999999999967
2024-09-18 00:30:00,1.1128,2024-09-18 04:30:00,1.112,1.1178,1.112,-299.999999999967
2024-09-18 04:30:00,1.1119,2024-09-18 07:00:00,1.1127,1.1069000000000002,1.1127,-299.999999999967
2024-09-18 05:00:00,1.11181,2024-09-18 07:00:00,1.1126099999999999,1.10681,1.1126099999999999,-299.999999999967
2024-09-18 07:30:00,1.11321,2024-09-18 11:00:00,1.1124100000000001,1.11821,1.1124100000000001,-299.999999999967
2024-09-18 08:00:00,1.11323,2024-09-18 11:00:00,1.11243,1.1182299999999998,1.11243,-299.999999999967
2024-09-18 09:00:00,1.11343,2024-09-18 11:00:00,1.11263,1.1184299999999998,1.11263,-299.999999999967
2024-09-18 09:30:00,1.11391,2024-09-18 10:30:00,1.11311,1.1189099999999998,1.11311,-299.999999999967
2024-09-18 14:00:00,1.11148,2024-09-18 16:00:00,1.11228,1.1064800000000001,1.11228,-299.999999999967
2024-09-18 18:00:00,1.11725,2024-09-18 18:30:00,1.1164500000000002,1.12225,1.1164500000000002,-299.999999999967
2024-09-19 00:30:00,1.10805,2024-09-19 02:00:00,1.10885,1.10305,1.10885,-299.999999999967
2024-09-19 12:30:00,1.11248,2024-09-19 13:00:00,1.1132799999999998,1.10748,1.1132799999999998,-299.999999999967
2024-09-20 03:00:00,1.11676,2024-09-20 07:30:00,1.11596,1.1217599999999999,1.11596,-299.999999999967
2024-09-20 06:00:00,1.11733,2024-09-20 07:30:00,1.11653,1.1223299999999998,1.11653,-299.999999999967
2024-09-20 06:30:00,1.11774,2024-09-20 07:30:00,1.11694,1.1227399999999998,1.11694,-299.999999999967
2024-09-20 08:00:00,1.11579,2024-09-20 08:30:00,1.11659,1.1107900000000002,1.11659,-299.999999999967
2024-09-20 14:00:00,1.11433,2024-09-20 14:30:00,1.11513,1.1093300000000001,1.11513,-299.999999999967
